movie_name,release_year,runtime,genre,rating,director,cast_1,cast_2,cast_3,cast_4,votes,gross
Good Bye Lenin!,(2003),121 min,"
Comedy, Drama, Romance            ","

7.7
",Wolfgang Becker,Daniel Brühl,Katrin Sass,Chulpan Khamatova,Florian Lukas,"150,454",$4.06M
Good Will Hunting,(1997),126 min,"
Drama, Romance            ","

8.3
",Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,"1,023,818",$138.43M
Goodfellas,(1990),145 min,"
Biography, Crime, Drama            ","

8.7
",Martin Scorsese,Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,"1,215,950",$46.84M
Gran Torino,(2008),116 min,"
Drama            ","

8.1
",Clint Eastwood,Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her,"798,772",$148.10M
Gravity,(2013),91 min,"
Drama, Sci-Fi, Thriller            ","

7.7
",Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,"848,450",$274.09M
Green Book,(2018),130 min,"
Biography, Comedy, Drama            ","

8.2
",Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Sebastian Maniscalco,"535,973",$85.08M
Groundhog Day,(1993),101 min,"
Comedy, Drama, Fantasy            ","

8.0
",Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,"662,773",$70.91M
Guardians of the Galaxy,(2014),121 min,"
Action, Adventure, Comedy            ","

8.0
",James Gunn,Chris Pratt,Vin Diesel,Bradley Cooper,Zoe Saldana,"1,244,614",$333.18M
Guardians of the Galaxy Vol. 2,(2017),136 min,"
Action, Adventure, Comedy            ","

7.6
",James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,"736,248",$389.81M
Guardians of the Galaxy Vol. 3,(2023),150 min,"
Action, Adventure, Comedy            ","

7.9
",James Gunn,Chris Pratt,Chukwudi Iwuji,Bradley Cooper,Pom Klementieff,"322,202",NaN
Guess Who's Coming to Dinner,(1967),108 min,"
Comedy, Drama            ","

7.8
",Stanley Kramer,Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,"47,733",$56.70M
Gully Boy,(2019),154 min,"
Drama, Music, Romance            ","

7.9
",Zoya Akhtar,Ranveer Singh,Alia Bhatt,Siddhant Chaturvedi,Vijay Raaz,"42,177",$5.57M
Hable con ella,(2002),112 min,"
Drama, Mystery, Romance            ","

7.9
",Pedro Almodóvar,Rosario Flores,Javier Cámara,Darío Grandinetti,Leonor Watling,"115,878",$9.36M
Hachi: A Dog's Tale,(2009),93 min,"
Biography, Drama, Family            ","

8.1
",Lasse Hallström,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,Sarah Roemer,"301,022",#232
Hacksaw Ridge,(2016),139 min,"
Biography, Drama, History            ","

8.1
",Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,"568,023",$67.21M
Haider,(2014),160 min,"
Action, Crime, Drama            ","

8.0
",Vishal Bhardwaj,Shahid Kapoor,Tabu,Shraddha Kapoor,Kay Kay Menon,"56,583",$0.90M
Halloween,(1978),91 min,"
Horror, Thriller            ","

7.7
",John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,"293,423",$47.00M
Hamilton,(2020),160 min,"
Biography, Drama, History            ","

8.3
",Thomas Kail,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Renée Elise Goldsberry,"106,194",#111
Hamlet,(1996),242 min,"
Drama            ","

7.7
",Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,"39,302",$4.41M
Hana-bi,(1997),103 min,"
Crime, Drama, Romance            ","

7.7
",Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto,Ren Ôsugi,Susumu Terajima,"32,248",$0.23M
Hannah and Her Sisters,(1986),107 min,"
Comedy, Drama            ","

7.8
",Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,"74,390",$40.08M
Happiness,(1998),134 min,"
Comedy, Drama            ","

7.7
",Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,"73,005",$2.81M
Harold and Maude,(1971),91 min,"
Comedy, Drama, Romance            ","

7.9
",Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,"80,384",NaN
Harry Potter and the Deathly Hallows: Part 1,(2010),146 min,"
Adventure, Family, Fantasy            ","

7.7
",David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy,"578,590",$295.98M
Harry Potter and the Deathly Hallows: Part 2,(2011),130 min,"
Adventure, Family, Fantasy            ","

8.1
",David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,"918,055",$381.01M
Harry Potter and the Goblet of Fire,(2005),157 min,"
Adventure, Family, Fantasy            ","

7.7
",Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,"658,429",$290.01M
Harry Potter and the Prisoner of Azkaban,(2004),142 min,"
Adventure, Family, Fantasy            ","

7.9
",Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,"667,543",$249.36M
Harry Potter and the Sorcerer's Stone,(2001),152 min,"
Adventure, Family, Fantasy            ","

7.6
",Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,"825,447",$317.58M
Harvey,(1950),104 min,"
Comedy, Drama, Fantasy            ","

7.9
",Henry Koster,James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,"57,290",NaN
Hauru no ugoku shiro,(2004),119 min,"
Animation, Adventure, Family            ","

8.2
",Hayao Miyazaki,Chieko Baishô,Takuya Kimura,Tatsuya Gashûin,Akihiro Miwa,"424,755",$4.71M
Heat,(1995),170 min,"
Action, Crime, Drama            ","

8.3
",Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,"693,716",$67.44M
Hedwig and the Angry Inch,(2001),95 min,"
Comedy, Drama, Music            ","

7.7
",John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski,"36,842",$3.03M
Hell or High Water,(II) (2016),102 min,"
Crime, Drama, Thriller            ","

7.6
",David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,"243,490",$27.01M
Her,(2013),126 min,"
Drama, Romance, Sci-Fi            ","

8.0
",Spike Jonze,Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara,"647,876",$25.57M
Her Sey Çok Güzel Olacak,(1998),107 min,"
Comedy, Drama, Thriller            ","

8.1
",Ömer Vargi,Cem Yilmaz,Mazhar Alanson,Ceyda Düvenci,Selim Nasit,"26,773",NaN
Hera Pheri,(2000),156 min,"
Action, Comedy, Crime            ","

8.1
",Priyadarshan,Akshay Kumar,Suniel Shetty,Paresh Rawal,Tabu,"70,644",NaN
Hidden Figures,(2016),127 min,"
Biography, Drama, History            ","

7.8
",Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,"246,111",$169.61M
High Noon,(1952),85 min,"
Drama, Thriller, Western            ","

8.0
",Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,"108,185",$9.45M
Hindi Medium,(2017),132 min,"
Comedy, Drama            ","

7.8
",Saket Chaudhary,Irrfan Khan,Saba Qamar,Dishita Sehgal,Deepak Dobriyal,"31,149",NaN
Hiroshima mon amour,(1959),90 min,"
Drama, Romance            ","

7.9
",Alain Resnais,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,"34,729",$0.09M
His Girl Friday,(1939),92 min,"
Comedy, Drama, Romance            ","

7.8
",Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,"61,652",$0.30M
Hoje Eu Quero Voltar Sozinho,(2014),96 min,"
Drama, Romance            ","

7.9
",Daniel Ribeiro,Ghilherme Lobo,Fabio Audi,Tess Amorim,Lúcia Romano,"27,033",$0.10M
Home Alone,(1990),103 min,"
Comedy, Family            ","

7.7
",Chris Columbus,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,"613,006",$285.76M
Hot Fuzz,(2007),121 min,"
Action, Comedy, Mystery            ","

7.8
",Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,"524,320",$23.64M
Hotaru no haka,(1988),89 min,"
Animation, Drama, War            ","

8.5
",Isao Takahata,Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi,Yoshiko Shinohara,"296,046",#45
Hotel Rwanda,(2004),121 min,"
Biography, Drama, History            ","

8.1
",Terry George,Don Cheadle,Sophie Okonedo,Joaquin Phoenix,Xolani Mali,"365,815",$23.53M
How Green Was My Valley,(1941),118 min,"
Drama, Family            ","

7.7
",John Ford,Walter Pidgeon,Maureen O'Hara,Anna Lee,Donald Crisp,"25,714",NaN
How to Train Your Dragon,(2010),98 min,"
Animation, Action, Adventure            ","

8.1
",Dean DeBlois,Chris Sanders,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,"776,146",$217.58M
How to Train Your Dragon 2,(2014),102 min,"
Animation, Action, Adventure            ","

7.8
",Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,"353,704",$177.00M
Hunt for the Wilderpeople,(2016),101 min,"
Adventure, Comedy, Drama            ","

7.8
",Taika Waititi,Sam Neill,Julian Dennison,Rima Te Wiata,Rachel House,"137,388",$5.20M
Höstsonaten,(1978),99 min,"
Drama, Music            ","

8.1
",Ingmar Bergman,Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Björk,"36,634",NaN
I Am Sam,(2001),132 min,"
Drama            ","

7.6
",Jessie Nelson,Sean Penn,Michelle Pfeiffer,Dakota Fanning,Dianne Wiest,"153,415",$40.31M
"I, Daniel Blake",(2016),100 min,"
Drama            ","

7.8
",Ken Loach,Dave Johns,Hayley Squires,Sharon Percy,Briana Shann,"63,032",$0.26M
Idi i smotri,(1985),142 min,"
Drama, Thriller, War            ","

8.4
",Elem Klimov,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Vladas Bagdonas,"90,131",#91
Ikiru,(1952),143 min,"
Drama            ","

8.3
",Akira Kurosawa,Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,Haruo Tanaka,"84,040",$0.06M
"Il buono, il brutto, il cattivo",(1966),161 min,"
Adventure, Western            ","

8.8
",Sergio Leone,Clint Eastwood,Eli Wallach,Lee Van Cleef,Aldo Giuffrè,"790,004",$6.10M
Il conformista,(1970),113 min,"
Drama            ","

7.9
",Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Gastone Moschin,Enzo Tarascio,"32,684",$0.54M
Il gattopardo,(1963),186 min,"
Drama, History            ","

8.0
",Luchino Visconti,Burt Lancaster,Alain Delon,Claudia Cardinale,Paolo Stoppa,"27,919",NaN
Il postino,(1994),108 min,"
Biography, Comedy, Drama            ","

7.8
",Michael Radford,Massimo Troisi,Massimo Troisi,Philippe Noiret,Maria Grazia Cucinotta,"38,222",$21.85M
Im Westen nichts Neues,(2022),148 min,"
Action, Drama, War            ","

7.8
",Edward Berger,Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Moritz Klaus,"222,628",NaN
In America,(2002),105 min,"
Drama            ","

7.7
",Jim Sheridan,Paddy Considine,Samantha Morton,Djimon Hounsou,Sarah Bolger,"43,927",$15.54M
In Bruges,(2008),107 min,"
Comedy, Crime, Drama            ","

7.9
",Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,"450,914",$7.76M
In Cold Blood,(1967),134 min,"
Biography, Crime, Drama            ","

7.9
",Richard Brooks,Robert Blake,Scott Wilson,John Forsythe,Paul Stewart,"28,129",NaN
In a Lonely Place,(1950),94 min,"
Drama, Film-Noir, Mystery            ","

7.9
",Nicholas Ray,Humphrey Bogart,Gloria Grahame,Frank Lovejoy,Carl Benton Reid,"33,909",NaN
In the Heat of the Night,(1967),110 min,"
Drama, Mystery, Thriller            ","

7.9
",Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,"81,113",$24.38M
In the Name of the Father,(1993),133 min,"
Biography, Crime, Drama            ","

8.1
",Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,"182,682",$25.01M
Incendies,(2010),131 min,"
Drama, Mystery, War            ","

8.3
",Denis Villeneuve,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,"189,404",$6.86M
Inception,(2010),148 min,"
Action, Adventure, Sci-Fi            ","

8.8
",Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,Ken Watanabe,"2,470,716",$292.58M
Indiana Jones and the Last Crusade,(1989),127 min,"
Action, Adventure            ","

8.2
",Steven Spielberg,Harrison Ford,Sean Connery,Alison Doody,Denholm Elliott,"792,298",$197.17M
Inglourious Basterds,(2009),153 min,"
Adventure, Drama, War            ","

8.3
",Quentin Tarantino,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent,"1,526,548",$120.54M
Inherit the Wind,(1960),128 min,"
Biography, Drama, History            ","

8.1
",Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,Dick York,"31,959",NaN
Inside Out,(I) (2015),95 min,"
Animation, Adventure, Comedy            ","

8.1
",Pete Docter,Ronnie Del Carmen,Amy Poehler,Bill Hader,Lewis Black,"754,627",$356.46M
Interstellar,(2014),169 min,"
Adventure, Drama, Sci-Fi            ","

8.7
",Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,"1,992,076",$188.02M
Into the Wild,(2007),148 min,"
Adventure, Biography, Drama            ","

8.1
",Sean Penn,Emile Hirsch,Vince Vaughn,Catherine Keener,Marcia Gay Harden,"643,451",$18.35M
The Intouchables,(2011),112 min,"
Biography, Comedy, Drama            ","

8.5
",Olivier Nakache,Éric Toledano,François Cluzet,Omar Sy,Anne Le Ny,"898,868",$13.18M
Invasion of the Body Snatchers,(1956),80 min,"
Drama, Horror, Sci-Fi            ","

7.7
",Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,"53,030",NaN
Ip Man,(2008),106 min,"
Action, Biography, Drama            ","

8.0
",Wilson Yip,Donnie Yen,Simon Yam,Siu-Wong Fan,Ka-Tung Lam,"230,532",NaN
Iron Man,(2008),126 min,"
Action, Adventure, Sci-Fi            ","

7.9
",Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,"1,098,527",$318.41M
Isle of Dogs,(2018),101 min,"
Animation, Adventure, Comedy            ","

7.8
",Wes Anderson,Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban,"183,544",$32.02M
It Happened One Night,(1934),105 min,"
Comedy, Romance            ","

8.1
",Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,"109,071",$4.36M
It's a Wonderful Life,(1946),130 min,"
Drama, Family, Fantasy            ","

8.6
",Frank Capra,James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,"479,345",#21
Ivanovo detstvo,(1962),95 min,"
Drama, War            ","

8.0
",Andrei Tarkovsky,Eduard Abalov,Nikolay Burlyaev,Valentin Zubkov,Evgeniy Zharikov,"38,749",NaN
JFK,(1991),189 min,"
Drama, History, Thriller            ","

8.0
",Oliver Stone,Kevin Costner,Gary Oldman,Jack Lemmon,Walter Matthau,"165,348",$70.41M
Jab We Met,(2007),138 min,"
Comedy, Drama, Romance            ","

7.9
",Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,Dara Singh Randhawa,"56,617",$0.41M
Jagten,(2012),115 min,"
Drama            ","

8.3
",Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,"350,161",$0.69M
Jai Bhim,(2021),164 min,"
Crime, Drama, Mystery            ","

8.8
",T.J. Gnanavel,Suriya,Lijo Mol Jose,Manikandan K.,Rajisha Vijayan,"210,590",#220
Jaws,(1975),124 min,"
Adventure, Mystery, Thriller            ","

8.1
",Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,"640,527",$260.00M
Jean de Florette,(1986),120 min,"
Comedy, Drama            ","

8.1
",Claude Berri,Yves Montand,Gérard Depardieu,Daniel Auteuil,Elisabeth Depardieu,"26,958",$4.94M
Jodaeiye Nader az Simin,(2011),123 min,"
Drama            ","

8.3
",Asghar Farhadi,Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,"252,994",$7.10M
John Wick: Chapter 4,(2023),169 min,"
Action, Crime, Thriller            ","

7.8
",Chad Stahelski,Keanu Reeves,Laurence Fishburne,George Georgiou,Lance Reddick,"278,131",NaN
Jojo Rabbit,(2019),108 min,"
Comedy, Drama, War            ","

7.9
",Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi,"421,899",$33.37M
Joker,(I) (2019),122 min,"
Crime, Drama, Thriller            ","

8.4
",Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,"1,403,720",$335.45M
Judgment at Nuremberg,(1961),179 min,"
Drama, War            ","

8.3
",Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,"81,920",#136
Jules et Jim,(1962),105 min,"
Drama, Romance            ","

7.7
",François Truffaut,Jeanne Moreau,Oskar Werner,Henri Serre,Vanna Urbino,"43,516",NaN
Jungfrukällan,(1960),89 min,"
Drama            ","

8.1
",Ingmar Bergman,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,"30,847",$1.53M
Jurassic Park,(1993),127 min,"
Action, Adventure, Sci-Fi            ","

8.2
",Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,"1,035,513",$402.45M
Jûbê ninpûchô,(1993),94 min,"
Animation, Action, Adventure            ","

7.8
",Yoshiaki Kawajiri,Kôichi Yamadera,Emi Shinohara,Takeshi Aono,Osamu Saka,"39,494",NaN
K.G.F: Chapter 1,(2018),156 min,"
Action, Crime, Drama            ","

8.2
",Prashanth Neel,Yash,Srinidhi Shetty,Ramachandra Raju,Archana Jois,"93,988",NaN
K.G.F: Chapter 2,(2022),168 min,"
Action, Crime, Drama            ","

8.3
",Prashanth Neel,Yash,Sanjay Dutt,Raveena Tandon,Srinidhi Shetty,"142,923",$6.60M
Kagemusha,(1980),180 min,"
Drama, History, War            ","

7.9
",Akira Kurosawa,Tatsuya Nakadai,Tsutomu Yamazaki,Ken'ichi Hagiwara,Jinpachi Nezu,"37,295",NaN
